"","Bat.species","Bat.family","Continent","Country","Reference","Link"
"388","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Italy","Balboni 2012 The Scientific World Journal https://doi.org/10.1100/2012/989514","https://doi.org/10.1100/2012/989514"
"389","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10","https://doi.org/10.1128/JVI.00650-10"
"390","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Hu 2017 PLoS Pathog https://doi.org/10.1371/journal.ppat.1006698","https://doi.org/10.1371/journal.ppat.1006698"
"391","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Hu 2017 Sci Rep https://doi.org/10.1038/s41598-017-11384-w","https://doi.org/10.1038/s41598-017-11384-w"
"392","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"393","Rhinolophus ferrumequinum","Rhinolophidae","Asia","South Korea","Kim 2016 TED https://doi.org/10.1111/tbed.12515","https://doi.org/10.1111/tbed.12515"
"394","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"395","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15","https://doi.org/10.1128/JVI.01048-15"
"396","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"397","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Italy","Lecis 2018 Virus Genes https://doi.org/10.1007/s11262-018-1614-8","https://doi.org/10.1007/s11262-018-1614-8"
"398","Rhinolophus ferrumequinum","Rhinolophidae","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8","https://doi.org/10.1007/s00248-017-1033-8"
"399","Rhinolophus ferrumequinum","Rhinolophidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"400","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Li 2005 Science https://doi.org/10.1126/science.1118391","https://doi.org/10.1126/science.1118391"
"401","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"402","Rhinolophus ferrumequinum","Rhinolophidae","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653","https://doi.org/10.1111/tbed.13653"
"403","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Luxembourg","Pauly 2017 AEM http://doi.org/10.1128/AEM.01326-17","http://doi.org/10.1128/AEM.01326-17"
"404","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"405","Rhinolophus ferrumequinum","Rhinolophidae","Asia","Lebanon","Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397","https://dx.doi.org/10.3201%2Feid2201.151397"
"406","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"407","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"408","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"409","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"410","Rhinolophus ferrumequinum","Rhinolophidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"411","Rhinolophus fumigatus","Rhinolophidae","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2","https://doi.org/10.1007/s12250-016-3930-2"
"412","Rhinolophus hildebrandtii","Rhinolophidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"413","Rhinolophus hipposideros","Rhinolophidae","Europe","Russia","Alkhovsky 2021 bioRxiv https://doi.org/10.1101/2021.05.17.444362","https://doi.org/10.1101/2021.05.17.444362"
"414","Rhinolophus hipposideros","Rhinolophidae","Europe","UK","Crook 2021 Scientific Reports https://doi.org/10.1038/s41598-021-94011-z","https://doi.org/10.1038/s41598-021-94011-z"
"415","Rhinolophus hipposideros","Rhinolophidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"416","Rhinolophus hipposideros","Rhinolophidae","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679","https://doi.org/10.3390/v5112679"
"417","Rhinolophus hipposideros","Rhinolophidae","Europe","Slovenia","Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5","https://doi.org/10.1007/s00705-010-0612-5"
"418","Rhinolophus landeri","Rhinolophidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"419","Rhinolophus landeri","Rhinolophidae","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2","https://doi.org/10.1007/s12250-016-3930-2"
"420","Rhinolophus lepidus","Rhinolophidae","Asia","Bangladesh, China","PREDICT database http://data.predict.global/","http://data.predict.global/"
"421","Rhinolophus lobatus","Rhinolophidae","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7","https://doi.org/10.1038/s41598-020-63799-7"
"422","Rhinolophus macrotis","Rhinolophidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"423","Rhinolophus macrotis","Rhinolophidae","Asia","China","Li 2005 Science https://doi.org/10.1126/science.1118391","https://doi.org/10.1126/science.1118391"
"424","Rhinolophus macrotis","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"425","Rhinolophus macrotis","Rhinolophidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"426","Rhinolophus macrotis","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"427","Rhinolophus malayanus","Rhinolophidae","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1","https://doi.org/10.21203/rs.3.rs-871965/v1"
"428","Rhinolophus malayanus","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"429","Rhinolophus malayanus","Rhinolophidae","Asia","China","Zhou 2020 Current Biology https://doi.org/10.1016/j.cub.2020.05.023","https://doi.org/10.1016/j.cub.2020.05.023"
"430","Rhinolophus malayanus","Rhinolophidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"431","Rhinolophus marshalli","Rhinolophidae","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1","https://doi.org/10.21203/rs.3.rs-871965/v1"
"432","Rhinolophus megaphyllus","Rhinolophidae","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x","https://doi.org/10.1007/s10393-016-1116-x"
"433","Rhinolophus mehelyi","Rhinolophidae","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10","https://doi.org/10.1128/JVI.00650-10"
"434","Rhinolophus mehelyi","Rhinolophidae","Asia","Jordan","PREDICT database http://data.predict.global/","http://data.predict.global/"
"435","Rhinolophus monoceros","Rhinolophidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"436","Rhinolophus monoceros","Rhinolophidae","Asia","Taiwan","Chen 2018 Taiwan Veterinary Journal http://dx.doi.org/10.1142/S1682648518500063","http://dx.doi.org/10.1142/S1682648518500063"
"437","Rhinolophus monoceros","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"438","Rhinolophus pearsonii","Rhinolophidae","Asia","China","Li 2005 Science https://doi.org/10.1126/science.1118391","https://doi.org/10.1126/science.1118391"
"439","Rhinolophus pearsonii","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"440","Rhinolophus pearsonii","Rhinolophidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"441","Rhinolophus pearsonii","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"442","Rhinolophus pusillus","Rhinolophidae","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358","https://doi.org/10.1111/zph.12358"
"443","Rhinolophus pusillus","Rhinolophidae","Asia","China","Hu 2017 Sci Rep https://doi.org/10.1038/s41598-017-11384-w","https://doi.org/10.1038/s41598-017-11384-w"
"444","Rhinolophus pusillus","Rhinolophidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"445","Rhinolophus pusillus","Rhinolophidae","Asia","China","Li 2021 bioRxiv https://doi.org/10.1101/2021.03.17.435823","https://doi.org/10.1101/2021.03.17.435823"
"446","Rhinolophus pusillus","Rhinolophidae","Asia","China","Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9","https://doi.org/10.1007/s12250-017-3976-9"
"447","Rhinolophus pusillus","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"448","Rhinolophus pusillus","Rhinolophidae","Asia","Cambodia, China, Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"449","Rhinolophus pusillus","Rhinolophidae","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1","https://doi.org/10.21203/rs.3.rs-871965/v1"
"450","Rhinolophus pusillus","Rhinolophidae","Asia","China","Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140","https://doi.org/10.1038/emi.2016.140"
"451","Rhinolophus pusillus","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"452","Rhinolophus pusillus","Rhinolophidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"453","Rhinolophus pusillus","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"454","Rhinolophus pusillus","Rhinolophidae","Asia","China","Yang 2013 EID https://dx.doi.org/10.3201%2Feid1906.121648","https://dx.doi.org/10.3201%2Feid1906.121648"
"455","Rhinolophus pusillus","Rhinolophidae","Asia","China","Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9","https://doi.org/10.1038/s41586-018-0010-9"
"456","Rhinolophus pusillus","Rhinolophidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"457","Rhinolophus rex","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"458","Rhinolophus rex","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"459","Rhinolophus rex","Rhinolophidae","Asia","China","Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9","https://doi.org/10.1038/s41586-018-0010-9"
"460","Rhinolophus rhodesiae","Rhinolophidae","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7","https://doi.org/10.1038/s41598-020-63799-7"
"461","Rhinolophus rufus","Rhinolophidae","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z","https://doi.org/10.1007/s00705-012-1410-z"
"462","Rhinolophus shameli","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"463","Rhinolophus shameli","Rhinolophidae","Asia","Cambodia","Hul 2021 bioRxiv https://doi.org/10.1101/2021.01.26.428212","https://doi.org/10.1101/2021.01.26.428212"
"464","Rhinolophus shameli","Rhinolophidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"465","Rhinolophus shameli","Rhinolophidae","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1","https://doi.org/10.1186/s12985-015-0289-1"
"466","Rhinolophus shameli","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"467","Rhinolophus sinicus","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"468","Rhinolophus sinicus","Rhinolophidae","Asia","China","Ge 2013 Nature https://doi.org/10.1038/nature12711","https://doi.org/10.1038/nature12711"
"469","Rhinolophus sinicus","Rhinolophidae","Asia","China","Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9","https://doi.org/10.1007/s12250-016-3713-9"
"470","Rhinolophus sinicus","Rhinolophidae","Asia","China","Han 2019 Frontiers in Microbiology https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full"
"471","Rhinolophus sinicus","Rhinolophidae","Asia","China","Hu 2017 PLoS Pathog https://doi.org/10.1371/journal.ppat.1006698","https://doi.org/10.1371/journal.ppat.1006698"
"472","Rhinolophus sinicus","Rhinolophidae","Asia","China","Hu 2018 Emerg Microb Infect https://doi.org/10.1038/s41426-018-0155-5","https://doi.org/10.1038/s41426-018-0155-5"
"473","Rhinolophus sinicus","Rhinolophidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"474","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lau 2005 PNAS https://doi.org/10.1073/pnas.0506735102","https://doi.org/10.1073/pnas.0506735102"
"475","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lau 2007 Virology https://doi.org/10.1016/j.virol.2007.06.009","https://doi.org/10.1016/j.virol.2007.06.009"
"476","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lau 2010 Journal of Virology https://doi.org/10.1128/JVI.02219-09","https://doi.org/10.1128/JVI.02219-09"
"477","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018","https://doi.org/10.1093/infdis/jiy018"
"478","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"479","Rhinolophus sinicus","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"480","Rhinolophus sinicus","Rhinolophidae","Asia","China","PREDICT database http://data.predict.global/","http://data.predict.global/"
"481","Rhinolophus sinicus","Rhinolophidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"482","Rhinolophus sinicus","Rhinolophidae","Asia","China","Wang 2016 Virologica Sinica http://dx.doi.org/10.1007/s12250-015-3703-3","http://dx.doi.org/10.1007/s12250-015-3703-3"
"483","Rhinolophus sinicus","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"484","Rhinolophus sinicus","Rhinolophidae","Asia","China","Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962","https://doi.org/10.21203/rs.3.rs-885194/v1"
"485","Rhinolophus sinicus","Rhinolophidae","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041","https://doi.org/10.1016/j.virol.2006.02.041"
"486","Rhinolophus sinicus","Rhinolophidae","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06","https://doi.org/10.1128/JVI.02182-06"
"487","Rhinolophus sinicus","Rhinolophidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"488","Rhinolophus sinicus","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"489","Rhinolophus sinicus","Rhinolophidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"490","Rhinolophus sinicus","Rhinolophidae","Asia","China","Yang 2016 Journal of Virology https://doi.org/10.1128/JVI.02582-15","https://doi.org/10.1128/JVI.02582-15"
"491","Rhinolophus sinicus","Rhinolophidae","Asia","China","Yuan 2010 J Gen Virol https://doi.org/10.1099/vir.0.016378-0","https://doi.org/10.1099/vir.0.016378-0"
"492","Rhinolophus sinicus","Rhinolophidae","Asia","China","Yuen 2012 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v18n1s2/25.htm","https://www.hkmj.org/abstracts/v18n1s2/25.htm"
"493","Rhinolophus sinicus","Rhinolophidae","Asia","China","Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9","https://doi.org/10.1038/s41586-018-0010-9"
"494","Rhinolophus sinicus","Rhinolophidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"495","Rhinolophus stheno","Rhinolophidae","Asia","China","Guo 2021 bioRxiv https://doi.org/10.1101/2021.05.21.445091","https://doi.org/10.1101/2021.05.21.445091"
"496","Rhinolophus stheno","Rhinolophidae","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15","https://doi.org/10.1128/JVI.01048-15"
"497","Rhinolophus stheno","Rhinolophidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"498","Rhinolophus thomasi","Rhinolophidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"499","Rhinolophus thomasi","Rhinolophidae","Asia","China","PREDICT database http://data.predict.global/","http://data.predict.global/"
"500","Rhinolophus trifoliatus","Rhinolophidae","Asia","Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"501","Rhinolophus trifoliatus","Rhinolophidae","Asia","Malaysia","Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x","https://doi.org/10.1007/s10393-017-1245-x"
"502","Rhinonicteris aurantia","Rhinonycteridae","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x","https://doi.org/10.1007/s10393-016-1116-x"
"503","Triaenops afer","Rhinonycteridae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"504","Triaenops afer","Rhinonycteridae","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7","https://doi.org/10.1038/s41598-020-63799-7"
"505","Triaenops afer","Rhinonycteridae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"506","Triaenops afer","Rhinonycteridae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"507","Triaenops menamena","Rhinonycteridae","Africa","Madagascar","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7","https://doi.org/10.1038/s41598-020-63799-7"
"508","Triaenops persicus","Rhinonycteridae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"509","Triaenops persicus","Rhinonycteridae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"510","Triaenops persicus","Rhinonycteridae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"511","Rhinopoma hardwickii","Rhinopomatidae","Asia","Saudi Arabia","Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172","https://dx.doi.org/10.3201%2Feid1911.131172"
"512","Rhinopoma hardwickii","Rhinopomatidae","Africa, Asia","Jordan, Ethiopia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"513","Bauerus dubiaquercus","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"514","Chalinolobus gouldii","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"515","Chalinolobus morio","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"516","Corynorhinus townsendii","Vespertilionidae","America","USA","Li 2021 Journal of Virology https://doi.org/10.1128/JVI.01713-20","https://doi.org/10.1128/JVI.01713-20"
"517","Eptesicus fuscus","Vespertilionidae","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0","https://doi.org/10.1099/vir.0.049759-0"
"518","Eptesicus fuscus","Vespertilionidae","America","USA","Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491","https://dx.doi.org/10.3201%2Feid1309.070491"
"519","Eptesicus fuscus","Vespertilionidae","America","USA","Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10","https://doi.org/10.1128/JVI.01255-10"
"520","Eptesicus fuscus","Vespertilionidae","America","USA","Hall 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13949","https://doi.org/10.1111/tbed.13949"
"521","Eptesicus fuscus","Vespertilionidae","America","USA","Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156","https://doi.org/10.1371/journal.pone.0019156"
"522","Eptesicus isabellinus","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"523","Eptesicus nilssonii","Vespertilionidae","Europe","Finland","Kivisto 2019 VBZD https://doi.org/10.1089/vbz.2018.2367","https://doi.org/10.1089/vbz.2018.2367"
"524","Eptesicus serotinus","Vespertilionidae","Europe","France","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"525","Eptesicus serotinus","Vespertilionidae","Europe","Italy","De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x","https://doi.org/10.1007/s11262-013-1008-x"
"526","Eptesicus serotinus","Vespertilionidae","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358","https://doi.org/10.1111/zph.12358"
"527","Eptesicus serotinus","Vespertilionidae","Europe","Denmark","Lazov 2018 Viruses https://doi.org/10.3390/v10090486","https://doi.org/10.3390/v10090486"
"528","Eptesicus serotinus","Vespertilionidae","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8","https://doi.org/10.1007/s00248-017-1033-8"
"529","Eptesicus serotinus","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"530","Falsistrellus mackenziei","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"531","Glauconycteris poensis","Vespertilionidae","Africa","Cameroon, Guinea, Ivory Coast, Sierra Leone","PREDICT database http://data.predict.global/","http://data.predict.global/"
"532","Glauconycteris variegata","Vespertilionidae","Africa","DR Congo, Guinea, South Sudan","PREDICT database http://data.predict.global/","http://data.predict.global/"
"533","Hypsugo alaschanicus","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"534","Hypsugo alaschanicus","Vespertilionidae","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653","https://doi.org/10.1111/tbed.13653"
"535","Hypsugo pulveratus","Vespertilionidae","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018","https://doi.org/10.1093/infdis/jiy018"
